step,loss,lr,s1,s2,intrinsic_progress
56,9.036328315734863,0.001,0.05600000000000004,0.0,0.0019623351937745233
57,8.990460395812988,0.001,0.057000000000000044,0.0,0.0019973768936633537
58,8.969101905822754,0.001,0.058000000000000045,0.0,0.0020324185935521846
59,8.924276351928711,0.001,0.059000000000000045,0.0,0.0020674602934410155
60,8.919515609741211,0.001,0.060000000000000046,0.0,0.002102501993329846
61,8.876839637756348,0.001,0.06100000000000005,0.0,0.002137543693218677
62,8.840907096862793,0.001,0.06200000000000005,0.0,0.002172585393107508
63,8.834634780883789,0.001,0.06300000000000004,0.0,0.0022076270929963383
64,8.786369323730469,0.001,0.06400000000000004,0.0,0.002242668792885169
65,8.761444091796875,0.001,0.06500000000000004,0.0,0.0022777104927739996
66,8.727754592895508,0.001,0.06600000000000004,0.0,0.0023127521926628305
67,8.686718940734863,0.001,0.06700000000000005,0.0,0.0023477938925516614
68,8.64182186126709,0.001,0.06800000000000005,0.0,0.0023828355924404923
69,8.616765022277832,0.001,0.06900000000000005,0.0,0.0024178772923293228
70,8.615653991699219,0.001,0.07000000000000005,0.0,0.0024529189922181537
71,8.560221672058105,0.001,0.07100000000000005,0.0,0.0024879606921069846
72,8.536599159240723,0.001,0.07200000000000005,0.0,0.002523002391995815
73,8.492777824401855,0.001,0.07300000000000005,0.0,0.002558044091884646
74,8.467106819152832,0.001,0.07400000000000005,0.0,0.002593085791773477
75,8.420933723449707,0.001,0.07500000000000005,0.0,0.0026281274916623077
76,8.418059349060059,0.001,0.07600000000000005,0.0,0.002663169191551138
77,8.371194839477539,0.001,0.07700000000000005,0.0,0.002698210891439969
78,8.38107967376709,0.001,0.07800000000000006,0.0,0.0027332525913288
79,8.298213958740234,0.001,0.07900000000000006,0.0,0.0027682942912176304
80,8.288938522338867,0.001,0.08000000000000006,0.0,0.0028033359911064613
81,8.25045394897461,0.001,0.08100000000000006,0.0,0.0028383776909952922
82,8.20995044708252,0.001,0.08200000000000006,0.0,0.002873419390884123
83,8.165607452392578,0.001,0.08300000000000006,0.0,0.0029084610907729536
84,8.132965087890625,0.001,0.08400000000000006,0.0,0.0029435027906617845
85,8.129517555236816,0.001,0.08500000000000006,0.0,0.0029785444905506154
86,8.125494956970215,0.001,0.08600000000000006,0.0,0.003013586190439446
87,8.06541919708252,0.001,0.08700000000000006,0.0,0.0030486278903282767
88,8.059478759765625,0.001,0.08800000000000006,0.0,0.0030836695902171076
89,7.998770236968994,0.001,0.08900000000000007,0.0,0.0031187112901059385
90,7.964240074157715,0.001,0.09000000000000007,0.0,0.003153752989994769
91,7.91453218460083,0.001,0.09100000000000007,0.0,0.0031887946898836
92,7.926060199737549,0.001,0.09200000000000007,0.0,0.003223836389772431
93,7.902829647064209,0.001,0.09300000000000007,0.0,0.0032588780896612613
94,7.82729959487915,0.001,0.09400000000000007,0.0,0.003293919789550092
95,7.823841571807861,0.001,0.09500000000000007,0.0,0.003328961489438923
96,7.831709861755371,0.001,0.09600000000000007,0.0,0.003364003189327754
97,7.79020881652832,0.001,0.09700000000000007,0.0,0.0033990448892165844
98,7.7096076011657715,0.001,0.09800000000000007,0.0,0.0034340865891054153
99,7.70851469039917,0.001,0.09900000000000007,0.0,0.003469128288994246
100,7.655905723571777,0.001,0.10000000000000007,0.0,0.0035041699888830767
101,7.653934001922607,0.001,0.10100000000000008,0.0,0.0035392116887719076
102,7.617008686065674,0.001,0.10200000000000008,0.0,0.0035742533886607385
103,7.606929302215576,0.001,0.10300000000000008,0.0,0.0036092950885495694
104,7.610435485839844,0.001,0.10400000000000008,0.0,0.0036443367884384
105,7.567053318023682,0.001,0.10500000000000008,0.0,0.0036793784883272307
106,7.50429630279541,0.001,0.10600000000000008,0.0,0.0037144201882160616
107,7.452879428863525,0.001,0.10700000000000008,0.0,0.003749461888104892
108,7.4753570556640625,0.001,0.10800000000000008,0.0,0.003784503587993723
109,7.4307074546813965,0.001,0.10900000000000008,0.0,0.003819545287882554
110,7.448268413543701,0.001,0.11000000000000008,0.0,0.0038545869877713848
111,7.360048770904541,0.001,0.11100000000000008,0.0,0.0038896286876602152
112,7.335422992706299,0.001,0.11200000000000009,0.0,0.003924670387549047
113,7.356011390686035,0.001,0.11300000000000009,0.0,0.003959712087437877
114,7.314142227172852,0.001,0.11400000000000009,0.0,0.0039947537873267075
115,7.2726263999938965,0.001,0.11500000000000009,0.0,0.004029795487215539
116,7.284685134887695,0.001,0.11600000000000009,0.0,0.004064837187104369
117,7.228968143463135,0.001,0.11700000000000009,0.0,0.0040998788869932
118,7.219661235809326,0.001,0.11800000000000009,0.0,0.004134920586882031
119,7.1975860595703125,0.001,0.11900000000000009,0.0,0.0041699622867708615
120,7.125326633453369,0.001,0.12000000000000009,0.0,0.004205003986659692
121,7.156935214996338,0.001,0.1210000000000001,0.0,0.004240045686548523
122,7.127381324768066,0.001,0.1220000000000001,0.0,0.004275087386437354
123,7.081970691680908,0.001,0.1230000000000001,0.0,0.004310129086326184
124,7.096564292907715,0.001,0.1240000000000001,0.0,0.004345170786215016
125,7.050576210021973,0.001,0.12500000000000008,0.0,0.004380212486103846
126,7.059604644775391,0.001,0.12600000000000008,0.0,0.0044152541859926765
127,6.999365329742432,0.001,0.12700000000000009,0.0,0.004450295885881507
128,6.969064235687256,0.001,0.12800000000000009,0.0,0.004485337585770338
129,6.939493656158447,0.001,0.1290000000000001,0.0,0.004520379285659169
130,6.952467918395996,0.001,0.1300000000000001,0.0,0.004555420985547999
131,6.899855613708496,0.001,0.1310000000000001,0.0,0.004590462685436831
132,6.920052528381348,0.001,0.1320000000000001,0.0,0.004625504385325661
133,6.89277982711792,0.001,0.1330000000000001,0.0,0.0046605460852144915
134,6.818042278289795,0.001,0.1340000000000001,0.0,0.004695587785103323
135,6.838430881500244,0.001,0.1350000000000001,0.0,0.004730629484992153
136,6.806725978851318,0.001,0.1360000000000001,0.0,0.004765671184880985
137,6.813704490661621,0.001,0.1370000000000001,0.0,0.004800712884769815
138,6.735592365264893,0.001,0.1380000000000001,0.0,0.0048357545846586455
139,6.788329124450684,0.001,0.1390000000000001,0.0,0.004870796284547477
140,6.752649784088135,0.001,0.1400000000000001,0.0,0.004905837984436307
141,6.741154193878174,0.001,0.1410000000000001,0.0,0.004940879684325138
142,6.7578840255737305,0.001,0.1420000000000001,0.0,0.004975921384213969
143,6.725225925445557,0.001,0.1430000000000001,0.0,0.0050109630841028
144,6.705895900726318,0.001,0.1440000000000001,0.0,0.00504600478399163
145,6.631591320037842,0.001,0.1450000000000001,0.0,0.005081046483880461
146,6.653850555419922,0.001,0.1460000000000001,0.0,0.005116088183769292
147,6.678252220153809,0.001,0.1470000000000001,0.0,0.005151129883658122
148,6.603384494781494,0.001,0.1480000000000001,0.0,0.005186171583546954
149,6.610956192016602,0.001,0.1490000000000001,0.0,0.005221213283435784
150,6.6140618324279785,0.001,0.1500000000000001,0.0,0.0052562549833246154
151,6.540647983551025,0.001,0.1510000000000001,0.0,0.005291296683213446
152,6.562356948852539,0.001,0.1520000000000001,0.0,0.005326338383102276
153,6.518433570861816,0.001,0.1530000000000001,0.0,0.005361380082991108
154,6.500375747680664,0.001,0.1540000000000001,0.0,0.005396421782879938
155,6.451788902282715,0.001,0.1550000000000001,0.0,0.005431463482768769
156,6.503743648529053,0.001,0.1560000000000001,0.0,0.0054665051826576
157,6.443274974822998,0.001,0.1570000000000001,0.0,0.00550154688254643
158,6.4824442863464355,0.001,0.1580000000000001,0.0,0.005536588582435261
159,6.473561763763428,0.001,0.1590000000000001,0.0,0.005571630282324092
160,6.448873996734619,0.001,0.16000000000000011,0.0,0.005606671982212923
161,6.40105676651001,0.001,0.16100000000000012,0.0,0.005641713682101754
162,6.423982620239258,0.001,0.16200000000000012,0.0,0.0056767553819905845
163,6.399133205413818,0.001,0.16300000000000012,0.0,0.005711797081879415
164,6.395592212677002,0.001,0.16400000000000012,0.0,0.005746838781768246
165,6.387524604797363,0.001,0.16500000000000012,0.0,0.005781880481657077
166,6.345382213592529,0.001,0.16600000000000012,0.0,0.005816922181545907
167,6.423047065734863,0.001,0.16700000000000012,0.0,0.0058519638814347385
168,6.371557712554932,0.001,0.16800000000000012,0.0,0.005887005581323569
169,6.299736976623535,0.001,0.16900000000000012,0.0,0.0059220472812123994
170,6.35312557220459,0.001,0.17000000000000012,0.0,0.005957088981101231
171,6.276663780212402,0.001,0.17100000000000012,0.0,0.005992130680990061
172,6.301968574523926,0.001,0.17200000000000013,0.0,0.006027172380878892
173,6.301943302154541,0.001,0.17300000000000013,0.0,0.006062214080767723
174,6.240091323852539,0.001,0.17400000000000013,0.0,0.0060972557806565535
175,6.293579578399658,0.001,0.17500000000000013,0.0,0.006132297480545385
176,6.252373218536377,0.001,0.17600000000000013,0.0,0.006167339180434215
177,6.261800765991211,0.001,0.17700000000000013,0.0,0.006202380880323046
178,6.205915451049805,0.001,0.17800000000000013,0.0,0.006237422580211877
179,6.2115936279296875,0.001,0.17900000000000013,0.0,0.0062724642801007075
180,6.2121405601501465,0.001,0.18000000000000013,0.0,0.006307505979989538
181,6.220431804656982,0.001,0.18100000000000013,0.0,0.006342547679878369
182,6.217447280883789,0.001,0.18200000000000013,0.0,0.0063775893797672
183,6.248047351837158,0.001,0.18300000000000013,0.0,0.00641263107965603
184,6.1224365234375,0.001,0.18400000000000014,0.0,0.006447672779544862
185,6.16441011428833,0.001,0.18500000000000014,0.0,0.006482714479433692
186,6.148468971252441,0.001,0.18600000000000014,0.0,0.0065177561793225225
187,6.123392581939697,0.001,0.18700000000000014,0.0,0.006552797879211354
188,6.097655773162842,0.001,0.18800000000000014,0.0,0.006587839579100184
189,6.130825996398926,0.001,0.18900000000000014,0.0,0.006622881278989016
190,6.090829372406006,0.001,0.19000000000000014,0.0,0.006657922978877846
191,6.104070663452148,0.001,0.19100000000000014,0.0,0.006692964678766677
192,6.127425670623779,0.001,0.19200000000000014,0.0,0.006728006378655508
193,6.109910488128662,0.001,0.19300000000000014,0.0,0.006763048078544338
194,6.083917140960693,0.001,0.19400000000000014,0.0,0.006798089778433169
195,6.069875717163086,0.001,0.19500000000000015,0.0,0.006833131478322
196,6.132877826690674,0.001,0.19600000000000015,0.0,0.006868173178210831
197,6.063719749450684,0.001,0.19700000000000015,0.0,0.006903214878099661
198,6.012474536895752,0.001,0.19800000000000015,0.0,0.006938256577988492
199,6.044692039489746,0.001,0.19900000000000015,0.0,0.006973298277877323
200,6.022330284118652,0.001,0.20000000000000015,0.0,0.007008339977766153
201,6.0481157302856445,0.001,0.20100000000000015,0.0,0.007043381677654985
202,6.02322244644165,0.001,0.20200000000000015,0.0,0.007078423377543815
203,5.973514556884766,0.001,0.20300000000000015,0.0,0.0071134650774326465
204,6.01507568359375,0.001,0.20400000000000015,0.0,0.007148506777321477
205,5.990891456604004,0.001,0.20500000000000015,0.0,0.007183548477210307
206,6.027276039123535,0.001,0.20600000000000016,0.0,0.007218590177099139
207,6.008747577667236,0.001,0.20700000000000016,0.0,0.007253631876987969
208,5.9339776039123535,0.001,0.20800000000000016,0.0,0.0072886735768768
209,5.974780559539795,0.001,0.20900000000000016,0.0,0.007323715276765631
210,6.01671838760376,0.001,0.21000000000000016,0.0,0.0073587569766544614
211,5.9117817878723145,0.001,0.21100000000000016,0.0,0.007393798676543292
212,5.926035404205322,0.001,0.21200000000000016,0.0,0.007428840376432123
213,5.935341835021973,0.001,0.21300000000000016,0.0,0.007463882076320954
214,5.930912971496582,0.001,0.21400000000000016,0.0,0.007498923776209784
215,5.898556709289551,0.001,0.21500000000000016,0.0,0.0075339654760986155
216,5.905941009521484,0.001,0.21600000000000016,0.0,0.007569007175987446
217,5.891361236572266,0.001,0.21700000000000016,0.0,0.007604048875876277
218,5.867363452911377,0.001,0.21800000000000017,0.0,0.007639090575765108
219,5.9061760902404785,0.001,0.21900000000000017,0.0,0.007674132275653938
220,5.926969528198242,0.001,0.22000000000000017,0.0,0.0077091739755427695
221,5.8294830322265625,0.001,0.22100000000000017,0.0,0.0077442156754316
222,5.844126224517822,0.001,0.22200000000000017,0.0,0.0077792573753204305
223,5.849247932434082,0.001,0.22300000000000017,0.0,0.007814299075209261
224,5.8650994300842285,0.001,0.22400000000000017,0.0,0.007849340775098093
225,5.849549770355225,0.001,0.22500000000000017,0.0,0.007884382474986924
226,5.867442607879639,0.001,0.22600000000000017,0.0,0.007919424174875754
227,5.85284948348999,0.001,0.22700000000000017,0.0,0.007954465874764585
228,5.8821702003479,0.001,0.22800000000000017,0.0,0.007989507574653415
229,5.82344913482666,0.001,0.22900000000000018,0.0,0.008024549274542245
230,5.785603046417236,0.001,0.23000000000000018,0.0,0.008059590974431078
231,5.7928972244262695,0.001,0.23100000000000018,0.0,0.008094632674319908
232,5.820408344268799,0.001,0.23200000000000018,0.0,0.008129674374208739
233,5.808939456939697,0.001,0.23300000000000018,0.0,0.008164716074097569
234,5.804975509643555,0.001,0.23400000000000018,0.0,0.0081997577739864
235,5.773441791534424,0.001,0.23500000000000018,0.0,0.00823479947387523
236,5.747791767120361,0.001,0.23600000000000018,0.0,0.008269841173764062
237,5.815430164337158,0.001,0.23700000000000018,0.0,0.008304882873652893
238,5.765176773071289,0.001,0.23800000000000018,0.0,0.008339924573541723
239,5.711785316467285,0.001,0.23900000000000018,0.0,0.008374966273430554
240,5.805688858032227,0.001,0.24000000000000019,0.0,0.008410007973319384
241,5.797393798828125,0.001,0.2410000000000002,0.0,0.008445049673208216
242,5.725747585296631,0.001,0.2420000000000002,0.0,0.008480091373097047
243,5.713638782501221,0.001,0.2430000000000002,0.0,0.008515133072985877
244,5.768767356872559,0.001,0.2440000000000002,0.0,0.008550174772874708
245,5.794022083282471,0.001,0.2450000000000002,0.0,0.008585216472763538
246,5.736975193023682,0.001,0.2460000000000002,0.0,0.008620258172652369
247,5.749101161956787,0.001,0.2470000000000002,0.0,0.0086552998725412
248,5.723196983337402,0.001,0.2480000000000002,0.0,0.008690341572430031
249,5.684279918670654,0.001,0.2490000000000002,0.0,0.008725383272318862
250,5.660991191864014,0.001,0.25000000000000017,0.0,0.008760424972207692
251,5.718660831451416,0.001,0.25100000000000017,0.0,0.008795466672096523
252,5.659571170806885,0.001,0.25200000000000017,0.0,0.008830508371985353
253,5.648794651031494,0.001,0.25300000000000017,0.0,0.008865550071874184
254,5.723063945770264,0.001,0.25400000000000017,0.0,0.008900591771763014
255,5.653993129730225,0.001,0.25500000000000017,0.0,0.008935633471651846
256,5.694869041442871,0.001,0.25600000000000017,0.0,0.008970675171540677
257,5.62908411026001,0.001,0.2570000000000002,0.0,0.009005716871429507
258,5.654857635498047,0.001,0.2580000000000002,0.0,0.009040758571318338
259,5.639715671539307,0.001,0.2590000000000002,0.0,0.009075800271207168
260,5.5858283042907715,0.001,0.2600000000000002,0.0,0.009110841971095998
261,5.611956596374512,0.001,0.2610000000000002,0.0,0.00914588367098483
262,5.669429302215576,0.001,0.2620000000000002,0.0,0.009180925370873661
263,5.647267818450928,0.001,0.2630000000000002,0.0,0.009215967070762492
264,5.633525848388672,0.001,0.2640000000000002,0.0,0.009251008770651322
265,5.662066459655762,0.001,0.2650000000000002,0.0,0.009286050470540153
266,5.601147174835205,0.001,0.2660000000000002,0.0,0.009321092170428983
267,5.543068885803223,0.001,0.2670000000000002,0.0,0.009356133870317815
268,5.547548770904541,0.001,0.2680000000000002,0.0,0.009391175570206646
269,5.591747283935547,0.001,0.2690000000000002,0.0,0.009426217270095476
270,5.604288101196289,0.001,0.2700000000000002,0.0,0.009461258969984307
271,5.549927234649658,0.001,0.2710000000000002,0.0,0.009496300669873137
272,5.567228317260742,0.001,0.2720000000000002,0.0,0.00953134236976197
273,5.5658135414123535,0.001,0.2730000000000002,0.0,0.0095663840696508
274,5.549653053283691,0.001,0.2740000000000002,0.0,0.00960142576953963
275,5.590079307556152,0.001,0.2750000000000002,0.0,0.00963646746942846
276,5.523748874664307,0.001,0.2760000000000002,0.0,0.009671509169317291
277,5.515374183654785,0.001,0.2770000000000002,0.0,0.009706550869206122
278,5.541234016418457,0.001,0.2780000000000002,0.0,0.009741592569094954
279,5.566790580749512,0.001,0.2790000000000002,0.0,0.009776634268983784
280,5.530760288238525,0.001,0.2800000000000002,0.0,0.009811675968872615
281,5.506199836730957,0.001,0.2810000000000002,0.0,0.009846717668761445
282,5.511826992034912,0.001,0.2820000000000002,0.0,0.009881759368650276
283,5.505395889282227,0.001,0.2830000000000002,0.0,0.009916801068539108
284,5.49397087097168,0.001,0.2840000000000002,0.0,0.009951842768427938
285,5.507834434509277,0.001,0.2850000000000002,0.0,0.009986884468316769
286,5.55088996887207,0.001,0.2860000000000002,0.0,0.0100219261682056
287,5.476508617401123,0.001,0.2870000000000002,0.0,0.01005696786809443
288,5.506136417388916,0.001,0.2880000000000002,0.0,0.01009200956798326
289,5.463495254516602,0.001,0.2890000000000002,0.0,0.010127051267872092
290,5.489220142364502,0.001,0.2900000000000002,0.0,0.010162092967760923
291,5.48002290725708,0.001,0.2910000000000002,0.0,0.010197134667649753
292,5.469207763671875,0.001,0.2920000000000002,0.0,0.010232176367538584
293,5.446300983428955,0.001,0.2930000000000002,0.0,0.010267218067427414
294,5.451855659484863,0.001,0.2940000000000002,0.0,0.010302259767316245
295,5.44506311416626,0.001,0.2950000000000002,0.0,0.010337301467205077
296,5.435550689697266,0.001,0.2960000000000002,0.0,0.010372343167093907
297,5.467484951019287,0.001,0.2970000000000002,0.0,0.010407384866982738
298,5.443814277648926,0.001,0.2980000000000002,0.0,0.010442426566871568
299,5.469513893127441,0.001,0.2990000000000002,0.0,0.010477468266760399
300,5.4079155921936035,0.001,0.3000000000000002,0.0,0.010512509966649231
301,5.385385990142822,0.001,0.3010000000000002,0.0,0.010547551666538061
302,5.460116863250732,0.001,0.3020000000000002,0.0,0.010582593366426892
303,5.384133815765381,0.001,0.3030000000000002,0.0,0.010617635066315722
304,5.4006218910217285,0.001,0.3040000000000002,0.0,0.010652676766204553
305,5.370011329650879,0.001,0.3050000000000002,0.0,0.010687718466093383
306,5.3947858810424805,0.001,0.3060000000000002,0.0,0.010722760165982215
307,5.3908538818359375,0.001,0.3070000000000002,0.0,0.010757801865871046
308,5.389075756072998,0.001,0.3080000000000002,0.0,0.010792843565759876
309,5.361194133758545,0.001,0.3090000000000002,0.0,0.010827885265648707
310,5.397876262664795,0.001,0.3100000000000002,0.0,0.010862926965537537
311,5.404867172241211,0.001,0.3110000000000002,0.0,0.01089796866542637
312,5.309002876281738,0.001,0.3120000000000002,0.0,0.0109330103653152
313,5.395883560180664,0.001,0.3130000000000002,0.0,0.01096805206520403
314,5.3753509521484375,0.001,0.3140000000000002,0.0,0.01100309376509286
315,5.356491565704346,0.001,0.3150000000000002,0.0,0.011038135464981691
316,5.339202880859375,0.001,0.3160000000000002,0.0,0.011073177164870522
317,5.368124485015869,0.001,0.3170000000000002,0.0,0.011108218864759354
318,5.36331844329834,0.001,0.3180000000000002,0.0,0.011143260564648184
319,5.343069553375244,0.001,0.31900000000000023,0.0,0.011178302264537015
320,5.333698749542236,0.001,0.32000000000000023,0.0,0.011213343964425845
321,5.365061283111572,0.001,0.32100000000000023,0.0,0.011248385664314676
322,5.34898042678833,0.001,0.32200000000000023,0.0,0.011283427364203508
323,5.328697681427002,0.001,0.32300000000000023,0.0,0.011318469064092338
324,5.3061723709106445,0.001,0.32400000000000023,0.0,0.011353510763981169
325,5.322953701019287,0.001,0.32500000000000023,0.0,0.01138855246387
326,5.29263162612915,0.001,0.32600000000000023,0.0,0.01142359416375883
327,5.333589553833008,0.001,0.32700000000000023,0.0,0.01145863586364766
328,5.279770851135254,0.001,0.32800000000000024,0.0,0.011493677563536493
329,5.298986911773682,0.001,0.32900000000000024,0.0,0.011528719263425323
330,5.30772066116333,0.001,0.33000000000000024,0.0,0.011563760963314153
331,5.304788589477539,0.001,0.33100000000000024,0.0,0.011598802663202984
332,5.248721599578857,0.001,0.33200000000000024,0.0,0.011633844363091814
333,5.29066276550293,0.001,0.33300000000000024,0.0,0.011668886062980645
334,5.281379222869873,0.001,0.33400000000000024,0.0,0.011703927762869477
335,5.265430927276611,0.001,0.33500000000000024,0.0,0.011738969462758308
336,5.285209655761719,0.001,0.33600000000000024,0.0,0.011774011162647138
337,5.23021936416626,0.001,0.33700000000000024,0.0,0.011809052862535968
338,5.335109233856201,0.001,0.33800000000000024,0.0,0.011844094562424799
339,5.260647773742676,0.001,0.33900000000000025,0.0,0.011879136262313631
340,5.324550151824951,0.001,0.34000000000000025,0.0,0.011914177962202462
341,5.276960849761963,0.001,0.34100000000000025,0.0,0.011949219662091292
342,5.2069411277771,0.001,0.34200000000000025,0.0,0.011984261361980122
343,5.233882427215576,0.001,0.34300000000000025,0.0,0.012019303061868953
344,5.196669101715088,0.001,0.34400000000000025,0.0,0.012054344761757783
345,5.27166223526001,0.001,0.34500000000000025,0.0,0.012089386461646616
346,5.248263359069824,0.001,0.34600000000000025,0.0,0.012124428161535446
347,5.2125468254089355,0.001,0.34700000000000025,0.0,0.012159469861424277
348,5.206256866455078,0.001,0.34800000000000025,0.0,0.012194511561313107
349,5.191124439239502,0.001,0.34900000000000025,0.0,0.012229553261201937
350,5.2256035804748535,0.001,0.35000000000000026,0.0,0.01226459496109077
351,5.180877208709717,0.001,0.35100000000000026,0.0,0.0122996366609796
352,5.185398578643799,0.001,0.35200000000000026,0.0,0.01233467836086843
353,5.225834369659424,0.001,0.35300000000000026,0.0,0.012369720060757261
354,5.250913619995117,0.001,0.35400000000000026,0.0,0.012404761760646092
355,5.093627452850342,0.001,0.35500000000000026,0.0,0.012439803460534922
356,5.234742164611816,0.001,0.35600000000000026,0.0,0.012474845160423754
357,5.1890130043029785,0.001,0.35700000000000026,0.0,0.012509886860312585
358,5.213647842407227,0.001,0.35800000000000026,0.0,0.012544928560201415
359,5.168656349182129,0.001,0.35900000000000026,0.0,0.012579970260090246
360,5.201228141784668,0.001,0.36000000000000026,0.0,0.012615011959979076
361,5.117372512817383,0.001,0.36100000000000027,0.0,0.012650053659867906
362,5.180755615234375,0.001,0.36200000000000027,0.0,0.012685095359756739
363,5.259259223937988,0.001,0.36300000000000027,0.0,0.01272013705964557
364,5.129945755004883,0.001,0.36400000000000027,0.0,0.0127551787595344
365,5.145342826843262,0.001,0.36500000000000027,0.0,0.01279022045942323
366,5.122769832611084,0.001,0.36600000000000027,0.0,0.01282526215931206
367,5.161800861358643,0.001,0.36700000000000027,0.0,0.012860303859200893
368,5.142218589782715,0.001,0.36800000000000027,0.0,0.012895345559089723
369,5.151783466339111,0.001,0.36900000000000027,0.0,0.012930387258978554
370,5.166160583496094,0.001,0.3700000000000003,0.0,0.012965428958867384
371,5.13909912109375,0.001,0.3710000000000003,0.0,0.013000470658756215
372,5.163625240325928,0.001,0.3720000000000003,0.0,0.013035512358645045
373,5.111158847808838,0.001,0.3730000000000003,0.0,0.013070554058533877
374,5.14001989364624,0.001,0.3740000000000003,0.0,0.013105595758422708
375,5.173547744750977,0.001,0.3750000000000003,0.0,0.013140637458311538
376,5.097625732421875,0.001,0.3760000000000003,0.0,0.013175679158200369
377,5.133852481842041,0.001,0.3770000000000003,0.0,0.013210720858089199
378,5.129953861236572,0.001,0.3780000000000003,0.0,0.013245762557978031
379,5.067460060119629,0.001,0.3790000000000003,0.0,0.013280804257866862
380,5.116376876831055,0.001,0.3800000000000003,0.0,0.013315845957755692
381,5.022974491119385,0.001,0.3810000000000003,0.0,0.013350887657644523
382,5.064250469207764,0.001,0.3820000000000003,0.0,0.013385929357533353
383,5.069347381591797,0.001,0.3830000000000003,0.0,0.013420971057422184
384,5.097414970397949,0.001,0.3840000000000003,0.0,0.013456012757311016
385,5.048551082611084,0.001,0.3850000000000003,0.0,0.013491054457199846
