split,schedule,step,actual_loss,predicted_loss,residual,log_actual_loss,log_predicted_loss,log_residual
train,cosine,832,4.120863437652588,3.587334399460937,0.5335290381916509,1.4160627136500135,1.277409419591307,0.1386532940587064
train,cosine,848,4.065057277679443,3.5802481596964517,0.48480911798299164,1.402427833350552,1.2754321163611673,0.12699571698938472
train,cosine,864,4.078408241271973,3.5733281149720257,0.5050801262999469,1.4057067753497094,1.2734974066111737,0.13220936873853573
train,cosine,880,4.020342826843262,3.566567394701409,0.4537754321418528,1.3913671793040399,1.271603619151111,0.11976356015292877
train,cosine,896,3.9910502433776855,3.5599595304787686,0.431090712898917,1.384054415157408,1.269749176956282,0.11430523820112581
train,cosine,912,3.877495765686035,3.5534984258560103,0.3239973398300249,1.355189524046306,1.2679325903006173,0.08725693374568877
train,cosine,928,3.911301851272583,3.5471783288758543,0.36412352239672874,1.3638702728699585,1.2661524505005841,0.09771782236937443
train,cosine,944,3.8727335929870605,3.5409938070667057,0.3317397859203548,1.3539606124675865,1.2644074242060983,0.08955318826148817
train,cosine,960,3.998030424118042,3.5349397246411223,0.4630906994769197,1.3858018458836814,1.2626962481822668,0.1231055977014146
train,cosine,976,3.917273759841919,3.529011221670574,0.38826253817134493,1.3653959424232405,1.2610177245323884,0.10437821789085211
train,cosine,992,3.875201463699341,3.523203695035928,0.3519977686634128,1.3545976520859322,1.25937071631836,0.09522693576757213
train,cosine,1008,3.8965725898742676,3.517512780976342,0.3790598088979258,1.3600973436350137,1.2577541435396329,0.10234320009538078
train,cosine,1024,3.815312385559082,3.511934339079443,0.3033780464796392,1.3390225448858748,1.256166979436205,0.08285556544966988
train,cosine,1040,3.7991251945495605,3.506464437573318,0.2926607569762427,1.334770828268857,1.2546082470849413,0.08016258118391573
train,cosine,1056,3.828969717025757,3.5010993397962484,0.3278703772295084,1.3425957636171226,1.2530770162618479,0.08951874735527476
train,cosine,1072,3.7699196338653564,3.495835491733638,0.2740841421317186,1.3270536839556093,1.2515724005458504,0.0754812834097589
train,cosine,1088,3.7483487129211426,3.490669510523427,0.25767920239771547,1.3213153997817442,1.2500935546422016,0.07122184513954255
train,cosine,1104,3.7066633701324463,3.4855981738417356,0.22106519629071064,1.3101321108011739,1.2486396719059178,0.06149243889525602
train,cosine,1120,3.7006256580352783,3.4806184100896584,0.22000724794561988,1.3085019021212234,1.2472099820476412,0.061291920073582196
train,cosine,1136,3.7507166862487793,3.4757272893102646,0.27498939693851465,1.3219469380549274,1.2458037490061096,0.07614318904881778
train,cosine,1152,3.7561094760894775,3.470922014772042,0.28518746131743544,1.32338370790993,1.2444202689729815,0.07896343893694846
train,cosine,1168,3.7303478717803955,3.4661999151613867,0.2641479566190088,1.3165014925188836,1.2430588685571657,0.07344262396171786
train,cosine,1184,3.7539165019989014,3.4615584373323918,0.2923580646665096,1.3227996955085604,1.2417189030770452,0.08108079243151511
train,cosine,1200,3.761702299118042,3.4569951395672422,0.30470715955079974,1.3248715940735059,1.2403997549700994,0.0844718391034065
train,cosine,1216,3.660029172897339,3.452507685304965,0.20752148759237388,1.2974711181184866,1.2391008323104082,0.05837028580807835
train,cosine,1232,3.6926519870758057,3.4480938373003185,0.24455814977548718,1.306344895598867,1.2378215674254174,0.06852332817344964
train,cosine,1248,3.613652467727661,3.4437514521781494,0.16990101554951176,1.2847190247701352,1.2365614156041238,0.04815760916601142
train,cosine,1264,3.6967995166778564,3.439478475351767,0.25732104132608935,1.3074674498332317,1.235319853889562,0.0721475959436697
train,cosine,1280,3.630267381668091,3.4352729362767267,0.19499444539136412,1.2893063044258117,1.2340963799490996,0.055209924476712136
train,cosine,1296,3.5570099353790283,3.4311329440140166,0.12587699136501174,1.2689202861530353,1.2328905110166313,0.03602977513640404
train,cosine,1312,3.5234882831573486,3.427056683078921,0.09643160007842777,1.2594514884373786,1.2317017829012704,0.027749705536108227
train,cosine,1328,3.5163416862487793,3.423042409553942,0.09329927669483729,1.2574211554905226,1.2305297490576088,0.026891406432913767
train,cosine,1344,3.6124463081359863,3.4190884474460312,0.19335786068995509,1.284385190528371,1.2293739797130314,0.05501121081533955
train,cosine,1360,3.5844528675079346,3.4151931852700588,0.1692596822378758,1.2766058452518025,1.2282340610479527,0.0483717842038498
train,cosine,1376,3.6161651611328125,3.4113550728420114,0.20481008829080105,1.2854141165788937,1.2271095944251895,0.058304522153704186
train,cosine,1392,3.6518352031707764,3.4075726182667543,0.24426258490402208,1.2952298366244057,1.2260001956649909,0.06922964095941486
train,cosine,1408,3.5690126419067383,3.4038443851064866,0.1651682568002517,1.2722889866442935,1.224905494362534,0.04738349228175953
train,cosine,1424,3.5441253185272217,3.4001689897171157,0.143956328810106,1.265291392875903,1.2238251332449448,0.04146625963095829
train,cosine,1440,3.5459797382354736,3.396545098740853,0.14943463949462066,1.2658144936581035,1.2227587675651463,0.04305572609295716
train,cosine,1456,3.522387742996216,3.392971426744229,0.1294163162519868,1.2591390957225488,1.2217060645300382,0.037433031192510624
train,cosine,1472,3.468214750289917,3.3894467339916097,0.07876801629830732,1.243639980383451,1.2206667027607132,0.02297327762273782
train,cosine,1488,3.553406238555908,3.385969824345059,0.1674364142108491,1.2679066472763445,1.2196403717825908,0.04826627549375373
train,cosine,1504,3.523311138153076,3.3825395432821037,0.14077159487097246,1.259401211710678,1.218626771543505,0.04077444016717302
train,cosine,1520,3.5561892986297607,3.3791547760236154,0.17703452260614538,1.268689549820223,1.217625611957943,0.05106393786228014
train,cosine,1536,3.5024921894073486,3.375814445764591,0.12667774364275752,1.253474769221499,1.2166366124757484,0.03683815674575053
train,cosine,1552,3.427349805831909,3.372517512001185,0.054832293830723966,1.231787311167982,1.2156595016737455,0.016127809494236534
train,cosine,1568,3.503387451171875,3.369262968947813,0.13412448222406192,1.2537303436290905,1.2146940168688392,0.03903632676025137
train,cosine,1584,3.3480753898620605,3.3660498440386237,-0.01797445417656318,1.2083856702536517,1.2137399037512584,-0.005354233497606664
train,cosine,1600,3.421055555343628,3.362877196508031,0.05817835883559708,1.229949145367738,1.2127969160367014,0.01715222933103666
train,cosine,1616,3.38907790184021,3.3597441160454022,0.02933378579480772,1.220557879035322,1.2118648151362337,0.008693063899088305
train,cosine,1632,3.4238438606262207,3.3566497215193283,0.06719413910689243,1.2307638557870955,1.2109433698428647,0.019820485944230803
train,cosine,1648,3.409839630126953,3.3535931597672395,0.05624647035971364,1.2266652609012303,1.2100323560338084,0.01663290486742186
train,cosine,1664,3.4070186614990234,3.3505736044464207,0.05644505705260272,1.2258376160630136,1.2091315563874991,0.016706059675514418
train,cosine,1680,3.489222764968872,3.347590254942747,0.14163251002612487,1.249679007964926,1.2082407601144967,0.04143824785042938
train,cosine,1696,3.3566155433654785,3.3446423353337424,0.011973208031736071,1.2109331875686653,1.2073597627014783,0.003573424867187036
train,cosine,1712,3.491830348968506,3.3417290934027437,0.15010125556576215,1.2504260540275602,1.206488365667559,0.04393768836000134
train,cosine,1728,3.4899590015411377,3.3388497997012268,0.15110920183991094,1.2498899887359183,1.205626376332242,0.04426361240367638
train,cosine,1744,3.446704149246216,3.3360037466565027,0.11070040258971314,1.2374184553761207,1.2047736075943416,0.03264484778177912
train,cosine,1760,3.4247004985809326,3.333190247722207,0.09151025085872577,1.2310140222207924,1.2039298777212646,0.027084144499527785
train,cosine,1776,3.4826889038085938,3.33040863656915,0.15228026723944366,1.2478046689361038,1.2030950101480737,0.044709658788030016
train,cosine,1792,3.395010232925415,3.3276582663142813,0.06735196661113374,1.222306775122587,1.2022688332858014,0.020037941836785533
train,cosine,1808,3.3838791847229004,3.3249385087856282,0.05894067593727215,1.2190227391926118,1.2014511803385015,0.017571558854110325
train,cosine,1824,3.3495547771453857,3.3222487538212615,0.02730602332412424,1.208827434660015,1.200641889128578,0.008185545531437022
train,cosine,1840,3.3816001415252686,3.319588408600388,0.06201173292488038,1.218349012122012,1.1998408019299347,0.018508210192077268
train,cosine,1856,3.4288597106933594,3.3169568970048795,0.11190281368847987,1.2322277600434783,1.1990477653085465,0.03317999473493183
train,cosine,1872,3.3516199588775635,3.3143536590095546,0.03726629986800889,1.2094437987689695,1.198262629970045,0.011181168798924501
train,cosine,1888,3.4762089252471924,3.311778150099737,0.1644307751474554,1.2459423106737757,1.197485250613969,0.048457060059806656
train,cosine,1904,3.3295700550079346,3.309229840714601,0.02034021429333377,1.202843183046372,1.1967154857943214,0.006127697252050535
train,cosine,1920,3.380887985229492,3.306708215714995,0.07417976951449701,1.2181383925142404,1.1959531977861195,0.02218519472812086
train,cosine,1936,3.404855251312256,3.3042127738744527,0.10064247743780319,1.2252024280700484,1.1951982524576263,0.03000417561242208
train,cosine,1952,3.3954696655273438,3.3017430273921993,0.09372663813514448,1.222442091804029,1.1944505191479815,0.02799157265604757
train,cosine,1968,3.3393657207489014,3.299298501427046,0.04006721932185542,1.2057808849871727,1.19370987054996,0.012071014437212702
train,cosine,1984,3.418346405029297,3.296878733651095,0.12146767137820191,1.2291569268457916,1.1929761825976022,0.0361807442481894
train,cosine,2000,3.2973005771636963,3.2944832738222765,0.00281730334141983,1.1931041268021174,1.1922493343584781,0.0008547924436392851
train,cosine,2016,3.3464877605438232,3.2921116833747703,0.054376077169052905,1.2079113661617096,1.1915292079303597,0.01638215823134992
train,cosine,2032,3.3232834339141846,3.2897635350264354,0.0335198988877492,1.2009532803225573,1.1908156883420842,0.010137591980473148
train,cosine,2048,3.288496971130371,3.287438412402406,0.0010585587279652309,1.1904306127098467,1.1901086634584113,0.0003219492514354716
train,cosine,2064,3.3416218757629395,3.285135909674076,0.05648596608886347,1.2064562806729782,1.1894080238886806,0.017048256784297555
train,cosine,2080,3.300359010696411,3.2828556312127195,0.017503379483691628,1.1940312536752344,1.1887136628990909,0.005317590776143577
train,cosine,2096,3.332674026489258,3.28059719125706,0.05207683523219764,1.2037749927092856,1.1880254763284308,0.015749516380854756
train,cosine,2112,3.3895204067230225,3.2783602135941075,0.11116019312891501,1.220688438441057,1.187343362507099,0.03334507593395797
train,cosine,2128,3.338256597518921,3.2761443312526515,0.06211226626626942,1.2054486939205573,1.1866672221792638,0.01878147174129352
train,cosine,2144,3.2648935317993164,3.2739491862088173,-0.009055654409500846,1.1832271532531635,1.185996958428017,-0.002769805174853479
train,cosine,2160,3.280301094055176,3.2717744291031114,0.008526664952064333,1.1879352151510099,1.1853324766033833,0.002602738547626604
train,cosine,2176,3.247692108154297,3.269619718968442,-0.021927610814145293,1.177944623518699,1.18467368425306,-0.006729060734361081
train,cosine,2192,3.231549024581909,3.267484722968603,-0.03593569838669364,1.1729615964495894,1.1840204910557623,-0.011058894606172931
train,cosine,2208,3.2384605407714844,3.2653691161467435,-0.026908575375259147,1.175098075151438,1.1833728087570559,-0.008274733605617923
train,cosine,2224,3.2741520404815674,3.2632725811833874,0.010879459298180016,1.1860589166249942,1.1827305511075723,0.003328365517421883
train,cosine,2240,3.187197685241699,3.261194808163551,-0.07399712292185168,1.1591420621408413,1.1820936338034966,-0.02295157166265538
train,cosine,2256,3.2540547847747803,3.2591354943525777,-0.005080709577797382,1.1799018447875047,1.1814619744292316,-0.001560129641726915
train,cosine,2272,3.246431827545166,3.2570943439802855,-0.010662516435119507,1.1775564939919358,1.1808354924021416,-0.0032789984102057357
train,cosine,2288,3.339599370956421,3.255071068033079,0.08452830292334168,1.2058508509787318,1.180214108919291,0.025636742059440776
train,cosine,2304,3.262021064758301,3.2530653840536643,0.008955680704636482,1.1823469617985423,1.1795977469060857,0.0027492148924566084
train,cosine,2320,3.2313473224639893,3.2510770159480495,-0.019729693484060284,1.1728991779588218,1.178986330966743,-0.0060871530079211755
train,cosine,2336,3.271876335144043,3.249105693799508,0.02277064134453477,1.1853636231436286,1.1783797873365087,0.00698383580711992
train,cosine,2352,3.2588932514190674,3.247151153689218,0.011742097729849466,1.1813876443079419,1.17777804383555,0.003609600472391783
train,cosine,2368,3.1660478115081787,3.245213137523285,-0.07916532601510617,1.1524840628950708,1.177181029824454,-0.02469696692938328
train,cosine,2384,3.2520089149475098,3.2432913928658853,0.008717522081624463,1.1792729330555796,1.1765886761612667,0.002684256894312842
train,cosine,2400,3.257413148880005,3.2413856727782706,0.016027476101734273,1.1809333677673395,1.1760009151600062,0.004932452607333326
train,cosine,2416,3.230560541152954,3.2394957356633953,-0.008935194510441224,1.172655664330485,1.175417680550594,-0.002762016220108965
train,cosine,2432,3.251533031463623,3.2376213451159273,0.013911686347695795,1.1791265871140426,1.1748389074401453,0.0042876796738973155
train,cosine,2448,3.25545334815979,3.2357622697774264,0.019691078382363614,1.180331543430772,1.174264532275561,0.006067011155211022
train,cosine,2464,3.2581307888031006,3.2339182831964846,0.02421250560661603,1.1811536532670188,1.1736944928073751,0.007459160459643677
train,cosine,2480,3.2729978561401367,3.232089163693608,0.040908692446528505,1.1857063405051218,1.1731287280548008,0.012577612450320963
train,cosine,2496,3.2678894996643066,3.2302746942306824,0.03761480543362428,1.1841443635938702,1.1725671782719356,0.011577185321934635
train,cosine,2512,3.279223918914795,3.2284746622848015,0.05074925662999341,1.1876067843125167,1.172009784915072,0.015596999397444744
train,cosine,2528,3.2133500576019287,3.2266888597263192,-0.013338802124390536,1.1673140245887035,1.1714564906110776,-0.004142466022374114
train,cosine,2544,3.2457971572875977,3.2249170827009324,0.020880074586665298,1.1773609770867026,1.1709072391267992,0.0064537379599034495
train,cosine,2560,3.2787413597106934,3.2231591315156534,0.055582228195039995,1.1874596169566463,1.1703619753394519,0.017097641617194403
train,cosine,2576,3.1628665924072266,3.221414810528515,-0.05854821812128863,1.1514787658833425,1.169820645207958,-0.018341879324615507
train,cosine,2592,3.2184369564056396,3.2196839280418605,-0.001246971636220895,1.1688958244378866,1.1692831957451966,-0.00038737130730992497
train,cosine,2608,3.219059944152832,3.217966296199083,0.0010936479537488886,1.1690893741230395,1.168749574991131,0.00033979913190851363
train,cosine,2624,3.2333860397338867,3.2162617308846877,0.01712430884919902,1.1735298976569932,1.1682197319867804,0.0053101656702128075
train,cosine,2640,3.233505964279175,3.2145700516275406,0.01893591265163419,1.1735669864301557,1.1676936167490073,0.005873369681148377
train,cosine,2656,3.1825084686279297,3.212891081507191,-0.030382612879261472,1.157669712444448,1.1671711802460831,-0.009501467801635188
train,cosine,2672,3.130922555923462,3.211224647063149,-0.080302091139687,1.1413277074243298,1.166652374374013,-0.02532466694968316
train,cosine,2688,3.1729114055633545,3.2095705782070083,-0.036659172643653815,1.1546495908634264,1.1661371519335837,-0.011487561070157248
train,cosine,2704,3.166703462600708,3.207928708137311,-0.041225245536602895,1.152691129639521,1.165625466608113,-0.01293433696859192
train,cosine,2720,3.1350579261779785,3.2062988732570474,-0.07124094707906892,1.1426476511639356,1.1651172729418737,-0.022469621777938098
train,cosine,2736,3.1769328117370605,3.204680913093702,-0.02774810135664163,1.1559162067279176,1.1646125263191687,-0.008696319591251056
train,cosine,2752,3.149909019470215,3.2030746702217483,-0.053165650751533455,1.14737356971256,1.1641111829440314,-0.016737613231471382
train,cosine,2768,3.1487691402435303,3.201479990187497,-0.052710849943966576,1.1470116273461697,1.163613199820532,-0.016601572474362225
train,cosine,2784,3.214552879333496,3.199896721436233,0.014656157897263267,1.1676882747158157,1.163118534733669,0.004569739982146714
train,cosine,2800,3.158926248550415,3.198324715241534,-0.039398466691118905,1.1502321750929725,1.1626271462308206,-0.012394971137848154
train,cosine,2816,3.1432197093963623,3.196763825636712,-0.053544116240349826,1.1452476597299701,1.1621389936037414,-0.016891333873771286
train,cosine,2832,3.1676063537597656,3.1952139093482943,-0.027607555588528676,1.1529762092113602,1.1616540368710822,-0.008677827659721915
train,cosine,2848,3.209282875061035,3.193674825731469,0.015608049329566054,1.1660475087758888,1.161172236761418,0.0048752720144709105
train,cosine,2864,3.1426727771759033,3.1921464367074406,-0.04947365953153726,1.1450736407746642,1.1606935546967623,-0.01561991392209805
train,cosine,2880,3.1441738605499268,3.1906286067026066,-0.04645474615267986,1.1455511721951195,1.1602179527765561,-0.014666780581436667
train,cosine,2896,3.1149773597717285,3.1891212025895146,-0.07414384281778608,1.1362218840819371,1.1597453937621107,-0.023523509680173582
train,cosine,2912,3.089282274246216,3.187624093629524,-0.09834181938330833,1.1279387902232125,1.1592758410614925,-0.03133705083827998
train,cosine,2928,3.0871970653533936,3.1861371514171197,-0.09894008606372617,1.1272635806556275,1.158809258714833,-0.031545678059205606
train,cosine,2944,3.217815399169922,3.184660249825819,0.033155149344102686,1.1687026818439326,1.1583456113800523,0.010357070463880236
train,cosine,2960,3.125251293182373,3.1831932649556207,-0.05794197177324767,1.1395146937737064,1.1578848643189759,-0.01837017054526946
train,cosine,2976,3.135552167892456,3.1817360750819415,-0.046183907189485396,1.1428052886850337,1.157426983383842,-0.014621694698808252
train,cosine,2992,3.161494016647339,3.1802885606059914,-0.018794543958652543,1.1510447059470788,1.1569719350041776,-0.0059272290570988595
train,cosine,3008,3.1377828121185303,3.1788506040065383,-0.04106779188800802,1.143516439716245,1.1565196861740328,-0.013003246457787832
train,cosine,3024,3.1612191200256348,3.1774220897930205,-0.016202969767385778,1.150957750674576,1.1560702044395685,-0.005112453764992475
train,cosine,3040,3.1792948246002197,3.1760029044599576,0.003291920140262139,1.1566594189308224,1.1556234578869766,0.0010359610438457345
train,cosine,3056,3.130930185317993,3.174592936442615,-0.043662751124621924,1.1413301442093666,1.1551794151307273,-0.013849270921360679
train,cosine,3072,3.190549612045288,3.1731920760738905,0.017357535971397553,1.160193194133367,1.1547380453021323,0.0054551488312346574
train,cosine,3088,3.107285737991333,3.171800215542377,-0.064514477551044,1.1337495920630074,1.1542993180382148,-0.020549725975207433
train,cosine,3104,3.0899059772491455,3.1704172488515585,-0.080511271602413,1.1281406623720007,1.1538632034708725,-0.025722541098871732
train,cosine,3120,3.0682928562164307,3.1690430717801146,-0.10075021556368391,1.1211213340395638,1.1534296722163286,-0.03230833817676482
train,cosine,3136,3.142380714416504,3.1676775818432907,-0.02529686742678683,1.1449807019444698,1.1529986953648625,-0.008017993420392777
train,cosine,3152,3.1268582344055176,3.1663206782552975,-0.03946244384977993,1.1400287414727877,1.1525702444708046,-0.012541502998016929
train,cosine,3168,3.1301822662353516,3.1649722618927156,-0.03478999565736407,1.1410912348807174,1.1521442915427955,-0.01105305666207812
train,cosine,3184,3.103461503982544,3.163632235258865,-0.06017073127632111,1.1325181027290823,1.1517208090342963,-0.019202706305214035
train,cosine,3200,3.1030168533325195,3.1623005024491166,-0.059283649116597115,1.1323748167542715,1.1512997698343428,-0.01892495308007125
train,cosine,3216,3.0644168853759766,3.160976969117107,-0.09656008374113023,1.1198573018189468,1.1508811472585379,-0.031023845439591025
train,cosine,3232,3.1304829120635986,3.159661542441843,-0.029178630378244197,1.1411872776556993,1.150464915040274,-0.009277637384574655
train,cosine,3248,3.093045234680176,3.158354131095653,-0.06530889641547732,1.129156118452174,1.1500510473221777,-0.02089492887000377
train,cosine,3264,3.1342618465423584,3.157054645212965,-0.022792798670606462,1.1423936907124803,1.1496395186477701,-0.007245827935289828
train,cosine,3280,3.0969398021698,3.1557629963598934,-0.05882319419009363,1.130414463336802,1.1492303039533396,-0.018815840616537516
train,cosine,3296,3.130953073501587,3.1544790975045993,-0.023526024003012402,1.1413374545288497,1.1488233785600146,-0.007485924031164881
train,cosine,3312,3.082183361053467,3.1532028629884024,-0.07101950193493556,1.1256382293052003,1.1484187181660361,-0.022780488860835835
train,cosine,3328,3.0897488594055176,3.1519342084976305,-0.06218534909211293,1.1280898123333447,1.1480162988392209,-0.01992648650587614
train,cosine,3344,3.073113203048706,3.1506730510361733,-0.07755984798746729,1.1226911204290742,1.1476160970096108,-0.024924976580536606
train,cosine,3360,3.114659547805786,3.1494193088987283,-0.03475976109294221,1.136119851821973,1.147218089462303,-0.011098237640329911
train,cosine,3376,3.1361582279205322,3.1481729016447138,-0.012014673724181524,1.1429985565471363,1.1468222533304548,-0.0038236967833185087
train,cosine,3392,3.031057834625244,3.146933750072824,-0.11587591544757991,1.1089116789313174,1.1464285660884583,-0.037516887157140966
train,cosine,3408,3.0871658325195312,3.145701776196225,-0.05853594367669368,1.1272534637142106,1.1460370055452815,-0.018783541831070893
train,cosine,3424,3.1420373916625977,3.1444769032183526,-0.0024395115557549474,1.1448714403554243,1.14564754983797,-0.0007761094825455839
train,cosine,3440,3.078202486038208,3.1432590555093007,-0.06505656947109273,1.1243458181906427,1.1452601774253002,-0.020914359234657454
train,cosine,3456,3.0718724727630615,3.142048158582798,-0.07017568581973643,1.1222873016513057,1.144874867081593,-0.02258756543028717
train,cosine,3472,3.049957275390625,3.140844139073728,-0.09088686368310306,1.1151275824525588,1.1444915978906638,-0.029364015438104962
train,cosine,3488,3.141575813293457,3.139646924716205,0.0019288885772521525,1.144724525402223,1.1441103492399247,0.0006141761622981967
train,cosine,3504,3.1419615745544434,3.1384564443221667,0.00350513023227661,1.1448473101451664,1.1437311008146192,0.0011162093305472354
train,cosine,3520,3.173570394515991,3.1372726277604905,0.03629776675550067,1.1548572614991468,1.1433538325921957,0.011503428906951108
train,cosine,3536,3.065067768096924,3.136095405936597,-0.07102763783967303,1.1200696794526928,1.1429785248368118,-0.02290884538411908
train,cosine,3552,3.1052911281585693,3.134924710772542,-0.029633582613972642,1.1331074720718115,1.142605158093964,-0.009497686022152507
train,cosine,3568,3.08246111869812,3.1337604751875814,-0.05129935648946127,1.1257283424157791,1.142233713185244,-0.0165053707694649
